abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,classfication,defense,hp,japanese_name,name,pokedex_number,sp_attack,sp_defense,speed,type1,type2,generation,is_legendary,version
"['Torrent', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,Mud Fish Pokémon,50,50,Mizugorouミズゴロウ,Mudkip,258,50,50,40,water,none,3,0,"Sapphire, Ruby and Emerald"
"['Torrent', 'Damp']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,Mud Fish Pokémon,70,70,Numacrawヌマクロー,Marshtomp,259,60,70,50,water,ground,3,0,"Sapphire, Ruby and Emerald"
"['Torrent', 'Damp']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,150,Mud Fish Pokémon,110,100,Laglargeラグラージ,Swampert,260,95,110,70,water,ground,3,0,"Sapphire, Ruby and Emerald"
"['Run Away', 'Quick Feet', 'Rattled']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,55,Bite Pokémon,35,35,Pochienaポチエナ,Poochyena,261,30,30,35,dark,none,3,0,"Sapphire, Ruby and Emerald"
"['Intimidate', 'Quick Feet', 'Moxie']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,Bite Pokémon,70,70,Graenaグラエナ,Mightyena,262,60,60,70,dark,none,3,0,"Sapphire, Ruby and Emerald"
"['Pickup', 'Gluttony', 'Quick Feet']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30,Tiny Racoon Pokémon,41,38,Jiguzagumaジグザグマ,Zigzagoon,263,30,41,60,normal,none,3,0,"Sapphire, Ruby and Emerald"
"['Pickup', 'Gluttony', 'Quick Feet']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,Rush Pokémon,61,78,Massugumaマッスグマ,Linoone,264,50,61,100,normal,none,3,0,"Sapphire, Ruby and Emerald"
"['Shield Dust', 'Run Away']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,45,Worm Pokémon,35,45,Kemussoケムッソ,Wurmple,265,20,30,20,bug,none,3,0,"Sapphire, Ruby and Emerald"
['Shed Skin'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,Cocoon Pokémon,55,50,Karasalisカラサリス,Silcoon,266,25,25,15,bug,none,3,0,"Sapphire, Ruby and Emerald"
"['Swarm', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,70,Butterfly Pokémon,50,60,Agehuntアゲハント,Beautifly,267,100,50,65,bug,flying,3,0,"Sapphire, Ruby and Emerald"
['Shed Skin'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,Cocoon Pokémon,55,50,Mayuldマユルド,Cascoon,268,25,25,15,bug,none,3,0,"Sapphire, Ruby and Emerald"
"['Shield Dust', 'Compoundeyes']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,Poison Moth Pokémon,70,60,Dokucaleドクケイル,Dustox,269,50,90,65,bug,poison,3,0,"Sapphire, Ruby and Emerald"
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,30,Water Weed Pokémon,30,40,Hassbohハスボー,Lotad,270,40,50,30,water,grass,3,0,"Sapphire, Ruby and Emerald"
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,50,Jolly Pokémon,50,60,Hasubreroハスブレロ,Lombre,271,60,70,50,water,grass,3,0,"Sapphire, Ruby and Emerald"
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,70,Carefree Pokémon,70,80,Runpappaルンパッパ,Ludicolo,272,90,100,70,water,grass,3,0,"Sapphire, Ruby and Emerald"
"['Chlorophyll', 'Early Bird', 'Pickpocket']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,Acorn Pokémon,50,40,Tanebohタネボー,Seedot,273,30,30,30,grass,none,3,0,"Sapphire, Ruby and Emerald"
"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,70,Wily Pokémon,40,70,Konohanaコノハナ,Nuzleaf,274,60,40,60,grass,dark,3,0,"Sapphire, Ruby and Emerald"
"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,100,Wickid Pokémon,60,90,Dirtengダーテング,Shiftry,275,90,60,80,grass,dark,3,0,"Sapphire, Ruby and Emerald"
"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,TinySwallow Pokémon,30,40,Subameスバメ,Taillow,276,30,30,85,normal,flying,3,0,"Sapphire, Ruby and Emerald"
"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,Swallow Pokémon,60,60,Ohsubameオオスバメ,Swellow,277,75,50,125,normal,flying,3,0,"Sapphire, Ruby and Emerald"
"['Keen Eye', 'Hydration', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,30,Seagull Pokémon,30,40,Camomeキャモメ,Wingull,278,55,30,85,water,flying,3,0,"Sapphire, Ruby and Emerald"
"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,50,Water Bird Pokémon,100,60,Pelipperペリッパー,Pelipper,279,95,70,65,water,flying,3,0,"Sapphire, Ruby and Emerald"
"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,Feeling Pokémon,25,28,Raltsラルトス,Ralts,280,45,35,40,psychic,fairy,3,0,"Sapphire, Ruby and Emerald"
"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,35,Emotion Pokémon,35,38,Kirliaキルリア,Kirlia,281,65,55,50,psychic,fairy,3,0,"Sapphire, Ruby and Emerald"
"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85,Embrace Pokémon,65,68,Sirnightサーナイト,Gardevoir,282,165,135,100,psychic,fairy,3,0,"Sapphire, Ruby and Emerald"
"['Swift Swim', 'Rain Dish']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,30,Pond Skater Pokémon,32,40,Ametamaアメタマ,Surskit,283,50,52,65,bug,water,3,0,"Sapphire, Ruby and Emerald"
"['Intimidate', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,60,Eyeball Pokémon,62,70,Amemothアメモース,Masquerain,284,100,82,80,bug,flying,3,0,"Sapphire, Ruby and Emerald"
"['Effect Spore', 'Poison Heal', 'Quick Feet']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,Mushroom Pokémon,60,60,Kinococoキノココ,Shroomish,285,40,60,35,grass,none,3,0,"Sapphire, Ruby and Emerald"
"['Effect Spore', 'Poison Heal', 'Technician']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,130,Mushroom Pokémon,80,60,Kinogassaキノガッサ,Breloom,286,60,60,70,grass,fighting,3,0,"Sapphire, Ruby and Emerald"
['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,Slacker Pokémon,60,60,Namakeroナマケロ,Slakoth,287,35,35,30,normal,none,3,0,"Sapphire, Ruby and Emerald"
['Vital Spirit'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,Wild Monkey Pokémon,80,80,Yarukimonoヤルキモノ,Vigoroth,288,55,55,90,normal,none,3,0,"Sapphire, Ruby and Emerald"
['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,Lazy Pokémon,100,150,Kekkingケッキング,Slaking,289,95,65,100,normal,none,3,0,"Sapphire, Ruby and Emerald"
"['Compoundeyes', 'Run Away']",1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,45,Trainee Pokémon,90,31,Tutininツチニン,Nincada,290,30,30,40,bug,ground,3,0,"Sapphire, Ruby and Emerald"
"['Speed Boost', 'Infiltrator']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,90,Ninja Pokémon,45,61,Tekkaninテッカニン,Ninjask,291,50,50,160,bug,flying,3,0,"Sapphire, Ruby and Emerald"
['Wonder Guard'],0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,90,Shed Pokémon,45,1,Nukeninヌケニン,Shedinja,292,30,30,40,bug,ghost,3,0,"Sapphire, Ruby and Emerald"
"['Soundproof', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51,Whisper Pokémon,23,64,Gonyonyoゴニョニョ,Whismur,293,51,23,28,normal,none,3,0,"Sapphire, Ruby and Emerald"
"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71,Big Voice Pokémon,43,84,Dogohmbドゴーム,Loudred,294,71,43,48,normal,none,3,0,"Sapphire, Ruby and Emerald"
"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91,Loud Noise Pokémon,63,104,Bakuongバクオング,Exploud,295,91,73,68,normal,none,3,0,"Sapphire, Ruby and Emerald"
"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,60,Guts Pokémon,30,72,Makunoshitaマクノシタ,Makuhita,296,20,30,25,fighting,none,3,0,"Sapphire, Ruby and Emerald"
"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,Arm Thrust Pokémon,60,144,Hariteyamaハリテヤマ,Hariyama,297,40,60,50,fighting,none,3,0,"Sapphire, Ruby and Emerald"
"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,Polka Dot Pokémon,40,50,Ruririルリリ,Azurill,298,20,40,20,normal,fairy,3,0,"Sapphire, Ruby and Emerald"
"['Sturdy', 'Magnet Pull', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,45,Compass Pokémon,135,30,Nosepassノズパス,Nosepass,299,45,90,30,rock,none,3,0,"Sapphire, Ruby and Emerald"
"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,Kitten Pokémon,45,50,Enecoエネコ,Skitty,300,35,35,50,normal,none,3,0,"Sapphire, Ruby and Emerald"
"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65,Prim Pokémon,65,70,Enekororoエネコロロ,Delcatty,301,55,55,90,normal,none,3,0,"Sapphire, Ruby and Emerald"
"['Keen Eye', 'Stall', 'Prankster']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,85,Darkness Pokémon,125,50,Yamiramiヤミラミ,Sableye,302,85,115,20,dark,ghost,3,0,"Sapphire, Ruby and Emerald"
"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,105,Deceiver Pokémon,125,50,Kucheatクチート,Mawile,303,55,95,50,steel,fairy,3,0,"Sapphire, Ruby and Emerald"
"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,70,Iron Armor Pokémon,100,50,Cokodoraココドラ,Aron,304,40,40,30,steel,rock,3,0,"Sapphire, Ruby and Emerald"
"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,90,Iron Armor Pokémon,140,60,Kodoraコドラ,Lairon,305,50,50,40,steel,rock,3,0,"Sapphire, Ruby and Emerald"
"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,140,Iron Armor Pokémon,230,70,Bossgodoraボスゴドラ,Aggron,306,60,80,50,steel,rock,3,0,"Sapphire, Ruby and Emerald"
"['Pure Power', 'Telepathy']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,40,Meditate Pokémon,55,30,Asananアサナン,Meditite,307,40,55,60,fighting,psychic,3,0,"Sapphire, Ruby and Emerald"
"['Pure Power', 'Telepathy']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,100,Meditate Pokémon,85,60,Charemチャーレム,Medicham,308,80,85,100,fighting,psychic,3,0,"Sapphire, Ruby and Emerald"
"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,Lightning Pokémon,40,40,Rakuraiラクライ,Electrike,309,65,40,65,electric,none,3,0,"Sapphire, Ruby and Emerald"
"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,Discharge Pokémon,80,70,Livoltライボルト,Manectric,310,135,80,135,electric,none,3,0,"Sapphire, Ruby and Emerald"
"['Plus', 'Lightningrod']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,Cheering Pokémon,40,60,Prasleプラスル,Plusle,311,85,75,95,electric,none,3,0,"Sapphire, Ruby and Emerald"
"['Minus', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,Cheering Pokémon,50,60,Minunマイナン,Minun,312,75,85,95,electric,none,3,0,"Sapphire, Ruby and Emerald"
"['Illuminate', 'Swarm', 'Prankster']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,73,Firefly Pokémon,75,65,Barubeatバルビート,Volbeat,313,47,85,85,bug,none,3,0,"Sapphire, Ruby and Emerald"
"['Oblivious', 'Tinted Lens', 'Prankster']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,47,Firefly Pokémon,75,65,Illumiseイルミーゼ,Illumise,314,73,85,85,bug,none,3,0,"Sapphire, Ruby and Emerald"
"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,60,Thorn Pokémon,45,50,Roseliaロゼリア,Roselia,315,100,80,65,grass,poison,3,0,"Sapphire, Ruby and Emerald"
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,43,Stomach Pokémon,53,70,Gokulinゴクリン,Gulpin,316,43,53,40,poison,none,3,0,"Sapphire, Ruby and Emerald"
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,73,Poison Bag Pokémon,83,100,Marunoomマルノーム,Swalot,317,73,83,55,poison,none,3,0,"Sapphire, Ruby and Emerald"
"['Rough Skin', 'Speed Boost']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,90,Savage Pokémon,20,45,Kibanhaキバニア,Carvanha,318,65,20,65,water,dark,3,0,"Sapphire, Ruby and Emerald"
"['Rough Skin', 'Speed Boost']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,140,Brutal Pokémon,70,70,Samehaderサメハダー,Sharpedo,319,110,65,105,water,dark,3,0,"Sapphire, Ruby and Emerald"
"['Water Veil', 'Oblivious', 'Pressure']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,Ball Whale Pokémon,35,130,Hoerukoホエルコ,Wailmer,320,70,35,60,water,none,3,0,"Sapphire, Ruby and Emerald"
"['Water Veil', 'Oblivious', 'Pressure']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,90,Float Whale Pokémon,45,170,Whalohホエルオー,Wailord,321,90,45,60,water,none,3,0,"Sapphire, Ruby and Emerald"
"['Oblivious', 'Simple', 'Own Tempo']",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,60,Numb Pokémon,40,60,Donmelドンメル,Numel,322,65,45,35,fire,ground,3,0,"Sapphire, Ruby and Emerald"
"['Magma Armor', 'Solid Rock', 'Anger Point']",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,120,Eruption Pokémon,100,70,Bakuudaバクーダ,Camerupt,323,145,105,20,fire,ground,3,0,"Sapphire, Ruby and Emerald"
"['White Smoke', 'Drought', 'Shell Armor']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,Coal Pokémon,140,70,Cotoiseコータス,Torkoal,324,85,70,20,fire,none,3,0,"Sapphire, Ruby and Emerald"
"['Thick Fat', 'Own Tempo', 'Gluttony']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,Bounce Pokémon,35,60,Banebooバネブー,Spoink,325,70,80,60,psychic,none,3,0,"Sapphire, Ruby and Emerald"
"['Thick Fat', 'Own Tempo', 'Gluttony']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45,Manipulate Pokémon,65,80,Boopigブーピッグ,Grumpig,326,90,110,80,psychic,none,3,0,"Sapphire, Ruby and Emerald"
"['Own Tempo', 'Tangled Feet', 'Contrary']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,Spot Panda Pokémon,60,60,Patcheelパッチール,Spinda,327,60,60,60,normal,none,3,0,"Sapphire, Ruby and Emerald"
"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100,Ant Pit Pokémon,45,45,Nuckrarナックラー,Trapinch,328,45,45,10,ground,none,3,0,"Sapphire, Ruby and Emerald"
['Levitate'],1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,Vibration Pokémon,50,50,Vibravaビブラーバ,Vibrava,329,50,50,70,ground,dragon,3,0,"Sapphire, Ruby and Emerald"
['Levitate'],1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100,Mystic Pokémon,80,80,Flygonフライゴン,Flygon,330,80,80,100,ground,dragon,3,0,"Sapphire, Ruby and Emerald"
"['Sand Veil', 'Water Absorb']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,85,Cactus Pokémon,40,50,Saboneaサボネア,Cacnea,331,85,40,35,grass,none,3,0,"Sapphire, Ruby and Emerald"
"['Sand Veil', 'Water Absorb']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,115,Scarecrow Pokémon,60,70,Noctusノクタス,Cacturne,332,115,60,55,grass,dark,3,0,"Sapphire, Ruby and Emerald"
"['Natural Cure', 'Cloud Nine']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,40,Cotton Bird Pokémon,60,45,Tylttoチルット,Swablu,333,40,75,50,normal,flying,3,0,"Sapphire, Ruby and Emerald"
"['Natural Cure', 'Cloud Nine']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,110,Humming Pokémon,110,75,Tyltalisチルタリス,Altaria,334,110,105,80,dragon,flying,3,0,"Sapphire, Ruby and Emerald"
"['Immunity', 'Toxic Boost']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115,Cat Ferret Pokémon,60,73,Zangooseザングース,Zangoose,335,60,60,90,normal,none,3,0,"Sapphire, Ruby and Emerald"
"['Shed Skin', 'Infiltrator']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,100,Fang Snake Pokémon,60,73,Habunakeハブネーク,Seviper,336,100,60,65,poison,none,3,0,"Sapphire, Ruby and Emerald"
['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,55,Meteorite Pokémon,65,90,Lunatoneルナトーン,Lunatone,337,95,85,70,rock,psychic,3,0,"Sapphire, Ruby and Emerald"
['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,95,Meteorite Pokémon,85,90,Solrockソルロック,Solrock,338,55,65,70,rock,psychic,3,0,"Sapphire, Ruby and Emerald"
"['Oblivious', 'Anticipation', 'Hydration']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,48,Whiskers Pokémon,43,50,Dojoachドジョッチ,Barboach,339,46,41,60,water,ground,3,0,"Sapphire, Ruby and Emerald"
"['Oblivious', 'Anticipation', 'Hydration']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,78,Whiskers Pokémon,73,110,Namazunナマズン,Whiscash,340,76,71,60,water,ground,3,0,"Sapphire, Ruby and Emerald"
"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,Ruffian Pokémon,65,43,Heiganiヘイガニ,Corphish,341,50,35,35,water,none,3,0,"Sapphire, Ruby and Emerald"
"['Hyper Cutter', 'Shell Armor', 'Adaptability']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,120,Rogue Pokémon,85,63,Shizarigerシザリガー,Crawdaunt,342,90,55,55,water,dark,3,0,"Sapphire, Ruby and Emerald"
